Nr.|Sprecher/Regie|Text|Filmnr.
2055|Regie|FRODO and SAM'S FEET dragging across the ASH Their PARCHED LIPS SWEATING, DUSTY FACES.|3
2056|Regie|FRODO TRIPS falls FACE-FIRST into the DUST SAM drops beside him.|3
2059|Regie|Of ARAGORN'S ARMY, totally SURROUNDED by 300,000 ORCS poised for the order to ATTACK.|3
2062|Regie|FRODO slowly lifts his head and looks up.|3
2063|Regie|FRODO'S Looking .straight up the STEEP SLOPES of MOUNT DOOM a huge mass of ash and slag and burned stone.|3
2064|Regie|FRODO starts to CRAWL on his HANDS and KNEES. He hauls himself a FEW PITIFUL FEET before SLUMPING in the ASH.|3
2067|Regie|GIMLI as he surveys the ARMY of MORDOR.|3
2072|Regie|GIMLI looks up into the EYES of LEGOLAS, with whom he has shared so much. The GRUFF DWARF smiles quietly.|3
2074|Regie|LEGOLAS drops his hand on GIMLI'S shoulder SLOWLY they turn and FACE the ENEMY TOGETHER.|3
2077|Regie|SAM crawls to FRODO who lies SLUMPED against the rock-face he turns him over, holding him in his ARMS.|3
2079|Regie|FRODO shuts his eyes, his breath coming in GASPS.|3
2084|Regie|With that, SAM lifts FRODO on to his shoulders and starts to CLIMB MOUNT DOOM. His plain hobbit-face grows stern, almost grim, as the will hardens in him.|3
2085|Regie|TWO TINY HOBBITS on the ENDLESS shale SLOPES of the MOUNTAIN.|3
2088|Regie|ARAGORN and COMPANY watch as they are surrounded by a tide of ORCS.|3
2089|Regie|ARAGORN raises ANDURIL in the BROAD SWEEP as he walks forward he turns to FACE the OTHERS.|3
2090|Regie|QUIET RESOLVE written on ARAGORN's face as he looks into the EYES of the remaining members of the FELLOWSHIP.|3
2092|Regie|ARAGORN turning, SWORD-raised, he CHARGES FORWARD.|3
2093|Regie|There is a moment of SILENCE no-one else moves SUDDENLY a SHOUT goes up.|3
2094|Regie|PIPPIN and MERRY charging forward The rest of the MEN following.|3
2095|Regie|ARAGORN crashing head on into a line of ORCS.|3
2096|Regie|The blade of ANDURIL flashing as ARAGORN HACKS at ORCS.|3
2101|Regie|Like a small grey insect, SAM creeps up the slope with FRODO on his back foot by foot.|3
2102|Regie|The mantling CLOUD swirls, revealing the cruel pinnacles and iron crown of BARAD-DUR, the Dark Tower, in the distance.|3
2103|Regie|SAM staggering under FRODO'S weight STRONG ash- laden WINDS are buffeting him as he slowly CLIMBS MOUNT DOOM.|3
2104|Regie|The PLAIN of GORGOROTH lies 1000 FEET BELOW, wrapped in fume and shadow.|3
2105|Regie|A TREMOR ripples through the GROUND a RED FLAME explodes into the SKY.|3
2106|Regie|SAM looks up - fearful the MOUNTAIN could explode at any moment.|3
2107|Regie|Through the THICK, FUME-LADEN AIR a set of STAIRS can be made out.|3
2109|Regie|SAM can't believe it - relief and joy flood through him.|3
2111|Regie|SMACK OUT OF NOWHERE the figure of SMEAGOL crashes into them sending SAM and FRODO sprawling.|3
2112|Regie|SMEAGOL pounces on FRODO his fingers wrapping around his throat, snapping FRODO'S neck from side to side.|3
2113|Regie|FRODO as he struggles to unlock the BONY, WHITE FINGERS around his neck but SMEAGOL'S grip is too strong.|3
2114|Regie|SMEAGOL'S fingers tightening around FRODO'S neck - squeezing the life out of him.|3
2118|Regie|FRODO comes to.|3
2121|Regie|The BATTLE between MEN and ORCS rages on From MORDOR, high OVERHEAD, the NAZGUL fly out into the FRAY.|3
2124|Regie|All the old HATRED between SAM and SMEAGOL boils over as they FIGHT SAM falls back SMEAGOL BITING at his SHOULDER. SAM pushes SMEAGOL away with his feet rolls to his KNEES, as SMEAGOL charges at him.|3
2125|Regie|SAM slashes out with STING. He cuts SMEAGOL across the stomach. SMEAGOL staggers back, SCREAMING with PAIN.|3
2126|Regie|SAM looks around desperately for FRODO.|3
2128|Regie|FRODO has GONE.|3
2129|Regie|FRODO RUNNING UP THE MOUNTAIN.|3
2132|Regie|FELLOWSHIP fight BRAVELY a hideous screech rends the AIR.|3
2133|Regie|GANDALF looks up to a NAZGUL diving straight toward him.|3
2134|Regie|GANDALF eyes flicker as a small MOTH flutters across his line of sight.|3
2138|Regie|Another cry rends the air as.|3
2139|Regie|SMACK. The GIANT EAGLE, GWAHIR, SMASHES into the FELLBEAST, it's claws ripping into the HIDEOUS MONSTER'S NECK.|3
2140|Regie|PIPPIN in the midst of BATTLE looks up.|3
2142|Regie|Above the BATTLE attack formation, more EAGLES appear.|3
2143|Regie|PIPPIN (cont'd) The Eagles are coming. The Eagles are coming.|3
2144|Regie|The EAGLES engage the NAZGUL.|3
2147|Regie|SAM is GASPING, his lungs EXPLODING as he RACES up the SLOPES of MOUNT DOOM searching for FRODO.|3
2148|Regie|SAM arriving at the STONE DOORWAY of SAMMATH NAUR leading into the MOUNTAIN.|3
2149|Regie|SAM staggers into it.|3
2151|Regie|SAM flinches against the FIERCE HEAT blasting down the TUNNEL.|3
2153|Regie|SAM lurches forward towards an ORANGE GLOW deep in the HEART of the MOUNTAIN.|3
2157|Regie|The HEAT is almost UNBEARABLE SAM sees FRODO in the DISTANCE.|3
2159|Regie|FRODO is standing on the EDGE of the CRACK OF DOOM a deep LAVA FILLED CHASM, in the very heart of ancient SAURON'S FORGES, the greatest in Middle-earth.|3
2160|Regie|The RAGING ORANGE GLARE from the CHASM turns FRODO into a BLACK SILHOUETTE standing TENSE and STILL.|3
2161|Regie|FRODO holds the RING in his HAND he RAISES IT, holding it over the BUBBLING LAVA far below.-|3
2163|Regie|FRODO a STRANGE EXPRESSION on his face.|3
2165|Regie|The HUM of the RING grows louder and louder. FRODO PULLS the RING close to his body as he turns to SAM.|3
2166|Regie|FRODO looks at SAM, the RING has finally taken him.|3
2168|Regie|SAM SCREAMS as.|3
2169|Regie|FRODO PUTS THE RING ON. He VANISHES.|3
2175|Regie|With a storm of wings, the NAZGUL wheel around and hurtle towards MOUNT DOOM.|3
2176|Regie|In the midst of the BATTLE - GANDALF realising FRODO has been seen.|3
2179|Regie|SAM is SCREAMING for FRODO.|3
2180|Regie|FOOTPRINTS moving across the ASH COVERED CAVERN FLOOR.|3
2181|Regie|SUDDENLY. GOLLUM smashes a ROCK down on SAM'S HEAD, knocking him to the GROUND.|3
2182|Regie|GOLLUM LEAPS on to the INVISIBLE FRODO.|3
2183|Regie|FRODO'S FOOTPRINTS staggering about under GOLLUM'S WEIGHT.|3
2184|Regie|GOLLUM clawing FRANTICALLY, riding on the BACK of the INVISIBLE FRODO.|3
2187|Regie|ARAGORN turns and is confronted by an ARMOURED TROLL, wielding an ENORMOUS MALLET.|3
2190|Regie|GOLLUM suddenly LIFTS HIS HANDS to his face and BITES HARD.|3
2191|Regie|FRODO MATERIALIZES as he DROPS TO HIS KNEES, clutching his BLEEDING HAND he SCREAMS.|3
2197|Regie|LEGOLAS as ARAGORN falls to the GROUND.|3
2200|Regie|GOLLUM triumphantly HOLDS the RING ALOFT ECSTATIC.|3
2201|Regie|GOLLUM dancing GLEEFULLY PERILOUSLY close to the EDGE OF THE CHASM.|3
2204|Regie|ARAGORN turns to see HUGE TROLL FEET moving CLOSER LEGOLAS races toward him.|3
2206|Regie|GOLLUM still TRIUMPHANT on the edge of the PRECIPICE The FIERY LAVA casting an EVIL LIGHT He jumps about in DELIGHT.|3
2208|Regie|FRODO rises slowly his EYES lock on GOLLUM time seems to stand still as each regards the other.|3
2209|Regie|the RING glinting in GOLLUM'S HAND BEAUTIFUL POWERFUL EVIL.|3
2210|Regie|SUDDENLY. FRODO lunges at GOLLUM.|3
2211|Regie|FRODO thuds into GOLLUM, lifting him off his feet.|3
2218|Regie|THUD. The HUGE FOOT of the CAVE TROLL lands on ARAGORN'S chest. He STABS at. it ineffectually.|3
2219|Regie|GANDALF in despair.|3
2222|Regie|SAM watches in HORROR as FRODO and GOLLUM disappear into the CHASM. He staggers over.|3
2223|Regie|GOLLUM falls into the CRACK OF DOOM INSTANTLY engulfed in the CHURNING LAVA.|3
2224|Regie|SAM leans into the CRACK OF DOOM.|3
2225|Regie|FRODO clinging onto the ROCK FACE with his ONE GOOD HAND.|3
2226|Regie|The CAVERNS are SHAKING VIOLENTLY.|3
2227|Regie|SAM desperately reaches for him FRODO is too far down.|3
2229|Regie|FRODO looks at SAM, his face impassive.|3
2231|Regie|FRODO struggles to reach SAM he.can't reach WITH HIS BLEEDING hand, and falls'back, still clinging valiantly to the ROCK with his good hand.|3
2235|Regie|FRODO looks at SAM imploringly.|3
2237|Regie|FRODO reaches up once more and this time SAM GRASPS his hand TIGHTLY .|3
2238|Regie|The RING sits on the river of LAVA for a brief moment, then SINKS away.|3
2239|Regie|the EYE OF SAURON.|3
2240|Regie|Across the GREAT PLAINS - MOUNT DOOM is clearly IMPLODING.|3
2243|Regie|On the BATTLEFIELD, all eyes turn to MOUNT DOOM.|3
2244|Regie|The CAVE TROLL, with ARAGORN at his mercy, is distracted by the SOUNDS emanating from MORDOR he turns in TERROR and RUNS OFF.|3
2246|Regie|The FELLOWSHIP turn to watch as the MASSIVE DARK TOWER of SAURON shakes itself to pieces.|3
2247|Regie|TOWERS FALL and WALLS CRUMBLE vast spires of SMOKE and spouting STEAM billow up.|3
2248|Regie|The FOUNDATIONS explode apart.|3
2250|Regie|The BLACK GATES collapse in a huge cloud of ASH.|3
2254|Regie|THE COMPANY watch as MOUNT DOOM explodes the reason for their MISERY is clear it's plain FRODO and SAM can never survive the cataclysm.|3
2257|Regie|The VOLCANO is ERUPTING, FIRE belches from it's riven summit, sending LAVA streaming down it's sides.|3
2258|Regie|FRODO and SAM stagger out of the SAMMATH NAUR DOOR all around ASH and MOLTEN ROCKS fall. The SKIES burst into THUNDER, seared with LIGHTNING.|3
2259|Regie|The screaming NAZGUL fall from the sky in FLAMES.|3
2260|Regie|The ground is shaking so violently that FRODO and SAM can barely stand.|3
2261|Regie|FRODO stumbles SAM helps him up FRODO smiles.|3
2263|Regie|SAM looks down at FRODO FRODO'S FACE is at PEACE his BURDEN destroyed.|3
2265|Regie|FRODO and SAM crawl onto a ROCK as LAVA streams towards them in seconds THEIR ROCK is an island in a sea of MOLTEN FIRE. ,' .|3
2266|Regie|FRODO shuts his eyes.|3
2270|Regie|FRODO glances at SAM he is WEEPING.|3
2271|Regie|FRODO wrapping an ARM around SAM'S SHOULDER.|3
2273|Regie|TWO TINY HOBBITS waiting to die amid a cataclysmic landscape LAVA erupts around them FIREBALLS rain down from the sky.|3
2276|Regie|GWAIHIR, the GREAT EAGLE flaps towards CAMERA He bears GANDALF on his back, and is followed by TWO MORE EAGLES.|3
2277|Regie|WIDE SHOT The EAGLES bravely fly amid the RAINING ASH and MOLTEN ROCKS and SNATCH FRODO and SAM from the ROCK.|3
2278|Regie|FRODO'S FACE as the FIERY VOLCANO recedes away beneath him the wind ruffles his hair he PASSES OUT.|3
2281|Regie|FRODO'S eyes flutter open looking around slowly his eyes alight on GANDALF.|3
2286|Regie|as MERRY and PIPPIN run in jumping on the bed and hugging FRODO.|3
2287|Regie|GIMLI and LEGOLAS enter the room their joy is PLAIN.|3
2288|Regie|ARAGORN joins them - the FELLOWSHIP is complete.|3
2289|Regie|finally FRODO'S eyes fall upon a FIGURE standing apart from the others it is SAM.|3
2290|Regie|FRODO'S and SAM'S eyes meet.|3
2293|Regie|SWEEPING over the MINAS TIRITH WALLS, racing towards the TOP of the CITY through a BLIZZARD of WHITE FLOWER PETALS. MINAS TIRITH is restored it gleams WHITE in the BRIGHT SUN.|3
2294|Regie|to REVEAL the COURT OF THE KINGS, CROWDED with 4000 PEOPLE cramming the WIDE PATH leading to the TOWER HALL.|3
2295|Regie|The CROWN of CONDOR glints in the BRILLIANT SUNSHINE.|3
2296|Regie|GANDALF places the CROWN upon ARAGORN'S head.|3
2298|Regie|ARAGORN smiles up at GANDALF.|3
2300|Regie|ARAGORN slowly RISES, turning to face the CROWD, who CHEER and CLAP for their KING.|3
2305|Regie|The CHEERS of his PEOPLE are DEAFENING.|3
2306|Regie|ARAGORN sings for his people Then WALKS in SLOW PROCESSION down the WHITE PAVED PATH as the CROWD BOW their heads in respect to their NEW KING.|3
2307|Regie|ARAGORN passes EOWYN and FARAMIR who bow before him EOMER steps FORWARD to bow in respect.|3
2308|Regie|TRUMPETS SOUND as a PROCESSION of ELVES, dressed in shimmering SILVERS and WHITES, led by LEGOLAS approach the KING LEGOLAS gestures behind him.|3
2309|Regie|ARAGORN'S eyes scan amongst the ELVES|3
2310|Regie|A BANNER carried aloft bearing the WHITE TREE of CONDOR in FULL FLOWER the RANKS of ELVES part revealing|3
2311|Regie|ARWEN, eyes shining MORTAL now, but deeply in love carrying the STANDARD of CONDOR ARAGORN kisses her|3
2312|Regie|ELROND looks on his face breaks into a smile.|3
2313|Regie|ARAGORN and ARWEN embrace.|3
2314|Regie|ARAGORN and ARWEN walking through the CROWD towards four SMALL FIGURES who stand nervously at the end of the AVENUE.|3
2315|Regie|ARAGORN and ARWEN look on FRODO, SAM, MERRY and PIPPIN, as they stand before them.|3
2316|Regie|The FOUR HOBBITS, dressed in their OLD CLOTHES, clean and mended, bow their heads.|3
2317|Regie|ARAGORN raises his HAND.|3
2322|Regie|TEARS spring into FRODO'S EYES. He clutches SAM'S shoulder as 4000 PEOPLE pay homage to the courage of two little Hobbits from the Shire.|3
2323|Regie|CAMERA RISES INTO THE AIR away from the CROWDED CITADEL, until MINAS TIRITH becomes a SPECK in the LANDSCAPE.|3
2327|Regie|DISSOLVING into the PARCHMENT MAP of MIDDLE-EARTH Slowly drifting across the MAP towards the WEST.|3
2332|Regie|Revealing HOBBITON bathed in a WARM SUNSET As FRODO, SAM, MERRY and PIPPIN ride into SHOT on PONIES past ODO PROUDFOOT who shakes his head at the STRANGENESS of their appearance.|3
2334|Regie|FRODO brings a round of drinks to the TABLE.|3
2339|Regie|The FOUR FRIENDS look at each other. A WORLD of experience now separates from their fellow HOBBITS.|3
2340|Regie|Seated at a long table, the FOUR FRIENDS raise their glasses SAM eye is suddenly caught.|3
2341|Regie|ROSIE COTTON who is serving behind the BAR.|3
2342|Regie|SAM steels himself and leaves to go and TALK to ROSIE.|3
2343|Regie|FRODO, MERRY and PIPPIN exchange smiles as.|3
2347|Regie|On a BEAUTIFUL sunny day, SAM and ROSIE are MARRIED With their dearest FRIENDS gathered around them.|3
2348|Regie|ROSIE throws a beautiful bouquet of FLOWERS it's caught by PIPPIN who smiles in embarrassment.|3
2351|Regie|FRODO walks through BAG END to his STUDY.|3
2353|Regie|FRODO from behind. He is HUNCHED over a DESK.|3
2357|Regie|FRODO WINCES with a sharp GASP of PAIN He puts the PEN down and CLUTCHES at his SHOULDER.|3
2358|Regie|SAM has entered the ROOM and stands BEHIND FRODO.|3
2360|Regie|FRODO He is DRAWN and PALE.|3
2362|Regie|SAM at a loss for words. His EYES fall to the BOOK '|3
2364|Regie|to FRODO'S HANDWRITING|3
2371|Regie|LYRICAL MUSIC OVER.|3
2372|Regie|A COLD WINTER'S MORNING Out of the FOG rattles a SMALL COVERED WAGON GANDALF is at the REINS.|3
2373|Regie|FRODO, SAM, MERRY and PIPPIN are waiting on PONIES for the WAGON all are wearing their GREY ELVEN ROBES.|3
2375|Regie|GANDALF arrives in his CART.|3
2378|Regie|The WAGON trundles along at a SEDATE PACE.|3
2379|Regie|SAM, MERRY and PIPPIN ride behind, leading FRODO'S EMPTY PONY.|3
2383|Regie|FRODO is SITTING in the WAGON his ARM around his UNCLE BILBO.|3
2384|Regie|BILBO is extremely OLD and FRAIL. He is DOZING his head slumped.|3
2391|Regie|BILBO nods back to sleep FRODO rests his head against him.|3
2394|Regie|FRODO, walking arm-in-arm with BILBO through a beautiful ELVEN BOAT-HOUSE GANDALF follows with MERRY, PIPPIN and SAM.|3
2395|Regie|As BILBO looks up, he is STUNG by the BEAUTY before hm i|3
2397|Regie|Passing under a beautiful ELVEN ARCHWAY.|3
2398|Regie|to reveal a WHITE SHIP, ready to depart from a WHITE STONE DOCK.|3
2399|Regie|ELROND, CELEBORN and GALADRIEL are waiting for them.|3
2403|Regie|BILBO bows in acknowledgement to ELROND, CELEBORN and GALADRIEL, who return his GREETING.|3
2409|Regie|BILBO walks down toward the BOAT and BOARDS with ELROND.|3
2410|Regie|FRODO looks up GALADRIEL is watching him. She SMILES, TURNS and BOARDS the BOAT.|3
2411|Regie|GANDALF kneels before SAM, MERRY and PIPPIN - who are all looking TEARFUL.|3
2413|Regie|There is GREAT SADNESS MERRY SNIFFLES LOUDLY.|3
2419|Regie|GANDALF looks at FRODO then turns and slowly walks towards the GANGPLANK to board the SHIP.|3
2421|Regie|FRODO turns to SAM.|3
2424|Regie|SAM looks down FRODO is holding BILBO'S RED JOURNAL out towards him.|3
2426|Regie|SAM is SOBBING MERRY and PIPPIN are DISTRAUGHT.|3
2427|Regie|FRODO hugs MERRY and PIPPIN, and last of all SAM and climbs on board the SHIP.|3
2428|Regie|FRODO a look of WONDERMENT crosses his face as he STEPS FORWARD and ACCEPTS GANDALF'S HAND finally released from his pain, care falls from his face he is the young FRODO we first met so long ago.|3
2429|Regie|SAM, MERRY and PIPPIN comfort each other as the WHITE SHIP glides away from the DOCK.|3
2435|Regie|SAM walks up the path towards his house.|3
2436|Regie|A LITTLE GIRL toddles up to greet him.|3
2438|Regie|He hugs his daughter.|3
2440|Regie|ROSIE COTTON steps up and kisses SAM on the cheek she gives him a TINY BABY BOY to cradle.|3
2442|Regie|SAM with his FAMILY he draws a deep breath|3
2444|Regie|SAM looks at his LOVELY FAMILY with GREAT HAPPINESS, tinged with a little SADNESS.|3
2445|Regie|SAM and ROSIE take the CHILDREN'S HANDS and enter BAGSHOT the BRIGHT YELLOW DOORWAY closes behind them.|3
